individualCount,sex,lifeStage,ExtensionSimpleMultimedia:identifier,ExtensionSimpleMultimedia:rightsHolder,ExtensionSimpleMultimedia:license,type,language,license,rightsHolder,accessRights,datasetID,institutionCode,collectionCode,basisOfRecord,recordedBy,otherCatalogNumbers,occurrenceRemarks,previousIdentifications,organismRemarks,verbatimLabel,preparations,eventDate,georeferenceRemarks,decimalLongitude,decimalLatitude,kingdom
1,male,adult,"<a href=""https://resolver.libis.be/FL17216398/stream"" target=""_url_details"">https://resolver.libis.be/FL17216398/stream</a>; <a href=""https://resolver.libis.be/FL17216399/stream"" target=""_url_details"">https://resolver.libis.be/FL17216399/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,280,Frans Pas Collection,,pas collection stuffed birds,280<br/>sylvia atricapilla<br/>Zwartkop grasmus<br/>ad<br/> ♂<br/>Rijkevorsel,mounted: mounted skin,,coordinates are centroid of municipality,4.75851,51.35037,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216410/stream"" target=""_url_details"">https://resolver.libis.be/FL17216410/stream</a>; <a href=""https://resolver.libis.be/FL17216411/stream"" target=""_url_details"">https://resolver.libis.be/FL17216411/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,277,Frans Pas Collection,,pas collection stuffed birds,277<br/>Grasmus<br/>sylvia communis<br/>ad ♂<br/>lente<br/>Rijkevorsel<br/>grasmus<br/>adult ♂<br/>lente<br/>66,mounted: mounted skin,,coordinates are centroid of municipality,4.75851,51.35037,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216422/stream"" target=""_url_details"">https://resolver.libis.be/FL17216422/stream</a>; <a href=""https://resolver.libis.be/FL17216423/stream"" target=""_url_details"">https://resolver.libis.be/FL17216423/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,570,Frans Pas Collection,,pas collection stuffed birds,570<br/>sylvia atricapilla<br/>Zwartkop grasmus<br/>ad<br/>♂<br/>mei<br/>Beerse/Rijkevorsel,mounted: mounted skin,,coordinates are centroid of the country,,,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216434/stream"" target=""_url_details"">https://resolver.libis.be/FL17216434/stream</a>; <a href=""https://resolver.libis.be/FL17216435/stream"" target=""_url_details"">https://resolver.libis.be/FL17216435/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1104,Frans Pas Collection,,pas collection stuffed birds,1104<br/>Grasmus<br/>sylvia communis<br/>ad ♀<br/>september<br/>P,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216446/stream"" target=""_url_details"">https://resolver.libis.be/FL17216446/stream</a>; <a href=""https://resolver.libis.be/FL17216447/stream"" target=""_url_details"">https://resolver.libis.be/FL17216447/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,279,Frans Pas Collection,,pas collection stuffed birds,279<br/>Braamsluiper<br/>sylvia curruca<br/>ad<br/>♂<br/>herfst,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216458/stream"" target=""_url_details"">https://resolver.libis.be/FL17216458/stream</a>; <a href=""https://resolver.libis.be/FL17216459/stream"" target=""_url_details"">https://resolver.libis.be/FL17216459/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1210,Frans Pas Collection,,pas collection stuffed birds,1210<br/>Braamsluiper<br/>sylvia curruca<br/>ad<br/>♂<br/>zomer,mounted: mounted skin,,unable to georeference,,,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216470/stream"" target=""_url_details"">https://resolver.libis.be/FL17216470/stream</a>; <a href=""https://resolver.libis.be/FL17216471/stream"" target=""_url_details"">https://resolver.libis.be/FL17216471/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,557,Frans Pas Collection,,pas collection stuffed birds,557<br/>Grasmus<br/>sylvia communis<br/>ad ♀<br/>zomer<br/>grasmus<br/>♀,mounted: mounted skin,,unable to georeference,,,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216484/stream"" target=""_url_details"">https://resolver.libis.be/FL17216484/stream</a>; <a href=""https://resolver.libis.be/FL17216485/stream"" target=""_url_details"">https://resolver.libis.be/FL17216485/stream</a>; <a href=""https://resolver.libis.be/FL17216486/stream"" target=""_url_details"">https://resolver.libis.be/FL17216486/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,753,Frans Pas Collection,,pas collection stuffed birds,753<br/>Braamsluiper<br/>sylvia curruca<br/>ad<br/>Sylvia curruca<br/>Klappergrasmücke,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216497/stream"" target=""_url_details"">https://resolver.libis.be/FL17216497/stream</a>; <a href=""https://resolver.libis.be/FL17216498/stream"" target=""_url_details"">https://resolver.libis.be/FL17216498/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,278,Frans Pas Collection,,pas collection stuffed birds,278<br/>Grasmus<br/>sylvia communis<br/>ad ♂<br/>lente<br/>grasmus<br/>adult ♂<br/>lente<br/>66,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216509/stream"" target=""_url_details"">https://resolver.libis.be/FL17216509/stream</a>; <a href=""https://resolver.libis.be/FL17216510/stream"" target=""_url_details"">https://resolver.libis.be/FL17216510/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1294,Frans Pas Collection,,pas collection stuffed birds,1294<br/>Orpheus grasmus<br/>sylvia hortensis<br/>ad<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216523/stream"" target=""_url_details"">https://resolver.libis.be/FL17216523/stream</a>; <a href=""https://resolver.libis.be/FL17216524/stream"" target=""_url_details"">https://resolver.libis.be/FL17216524/stream</a>; <a href=""https://resolver.libis.be/FL17216525/stream"" target=""_url_details"">https://resolver.libis.be/FL17216525/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,673,Frans Pas Collection,,pas collection stuffed birds,673<br/>Orpheusgrasmus<br/>sylvia hortensis<br/>ad<br/>♂<br/>Sylvia hortensis<br/>Orpheusgrasmücke,mounted: mounted skin,,unable to georeference,,,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216538/stream"" target=""_url_details"">https://resolver.libis.be/FL17216538/stream</a>; <a href=""https://resolver.libis.be/FL17216539/stream"" target=""_url_details"">https://resolver.libis.be/FL17216539/stream</a>; <a href=""https://resolver.libis.be/FL17216540/stream"" target=""_url_details"">https://resolver.libis.be/FL17216540/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,671,Frans Pas Collection,Sylvia conspillata,pas collection stuffed birds,"671<br/>Brilgrasmus<br/>sylvia conspillata<br/>ad.<br/>Brillengrasmücke<br/>Sylvia conspicillata<br/>A. SCHLÜTER KG., Naturw. Lehrmittelanstalt, Winnenden b. Stgt.",mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216551/stream"" target=""_url_details"">https://resolver.libis.be/FL17216551/stream</a>; <a href=""https://resolver.libis.be/FL17216552/stream"" target=""_url_details"">https://resolver.libis.be/FL17216552/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1313,Frans Pas Collection,,pas collection stuffed birds,1313<br/>Sardijnse grasmus<br/>sylvia sarda<br/>ad<br/>♂<br/>zomer,mounted: mounted skin,,unable to georeference,,,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216563/stream"" target=""_url_details"">https://resolver.libis.be/FL17216563/stream</a>; <a href=""https://resolver.libis.be/FL17216564/stream"" target=""_url_details"">https://resolver.libis.be/FL17216564/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1078,Frans Pas Collection,,pas collection stuffed birds,1078<br/>Sardijnse grasmus<br/>sylvia sarda<br/>ad.,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216575/stream"" target=""_url_details"">https://resolver.libis.be/FL17216575/stream</a>; <a href=""https://resolver.libis.be/FL17216576/stream"" target=""_url_details"">https://resolver.libis.be/FL17216576/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1302,Frans Pas Collection,sulvia undata,pas collection stuffed birds,1302<br/>Provence grasmus<br/>sulvia undata<br/>ad ♂<br/>zomer,mounted: mounted skin,,unable to georeference,,,Animalia
1,,,"<a href=""https://resolver.libis.be/FL17216587/stream"" target=""_url_details"">https://resolver.libis.be/FL17216587/stream</a>; <a href=""https://resolver.libis.be/FL17216588/stream"" target=""_url_details"">https://resolver.libis.be/FL17216588/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1065,Frans Pas Collection,sulvia undata,pas collection stuffed birds,1065<br/>Provence grasmus<br/>sylvia undata<br/>Z - Frankrijk,mounted: mounted skin,,coordinates are centroid of the country,5.35388,46.23373,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216599/stream"" target=""_url_details"">https://resolver.libis.be/FL17216599/stream</a>; <a href=""https://resolver.libis.be/FL17216600/stream"" target=""_url_details"">https://resolver.libis.be/FL17216600/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1069,Frans Pas Collection,,pas collection stuffed birds,1069<br/>Naumanns lijster<br/>turdus naumanni<br/>ad<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216611/stream"" target=""_url_details"">https://resolver.libis.be/FL17216611/stream</a>; <a href=""https://resolver.libis.be/FL17216612/stream"" target=""_url_details"">https://resolver.libis.be/FL17216612/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1076,Frans Pas Collection,turdus ruficollis ruficolliss,pas collection stuffed birds,1076<br/>Roodkeellijster<br/>turdus ruficollis ruficolliss<br/>ad<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216625/stream"" target=""_url_details"">https://resolver.libis.be/FL17216625/stream</a>; <a href=""https://resolver.libis.be/FL17216626/stream"" target=""_url_details"">https://resolver.libis.be/FL17216626/stream</a>; <a href=""https://resolver.libis.be/FL17216627/stream"" target=""_url_details"">https://resolver.libis.be/FL17216627/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1260308456,Frans Pas Collection,,pas collection stuffed birds,1260<br/>Baardgrasmus<br/>sylvia cantillans<br/>ad ♂<br/>Sylvia cantillans<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216638/stream"" target=""_url_details"">https://resolver.libis.be/FL17216638/stream</a>; <a href=""https://resolver.libis.be/FL17216639/stream"" target=""_url_details"">https://resolver.libis.be/FL17216639/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1165,Frans Pas Collection,,pas collection stuffed birds,1165<br/>Grote Lijster<br/>turdus viscivorus<br/>♀<br/>ad<br/>november<br/>POP,mounted: mounted skin,,unable to georeference,,,Animalia
1,,,"<a href=""https://resolver.libis.be/FL17216650/stream"" target=""_url_details"">https://resolver.libis.be/FL17216650/stream</a>; <a href=""https://resolver.libis.be/FL17216651/stream"" target=""_url_details"">https://resolver.libis.be/FL17216651/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,524,Frans Pas Collection,,pas collection stuffed birds,524<br/>Grote lijster<br/>turdus viscivorus,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216664/stream"" target=""_url_details"">https://resolver.libis.be/FL17216664/stream</a>; <a href=""https://resolver.libis.be/FL17216665/stream"" target=""_url_details"">https://resolver.libis.be/FL17216665/stream</a>; <a href=""https://resolver.libis.be/FL17216666/stream"" target=""_url_details"">https://resolver.libis.be/FL17216666/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,807,Frans Pas Collection,,pas collection stuffed birds,807<br/>Baardgrasmus<br/>sylvia cantillans<br/>ad ♂<br/>Weißartgrasmücke<br/>Sylvia cantillans,mounted: mounted skin,,unable to georeference,,,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216677/stream"" target=""_url_details"">https://resolver.libis.be/FL17216677/stream</a>; <a href=""https://resolver.libis.be/FL17216678/stream"" target=""_url_details"">https://resolver.libis.be/FL17216678/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,214,Frans Pas Collection,,pas collection stuffed birds,214<br/>Grote lijster<br/>turdus viscivorus<br/>ad.,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216689/stream"" target=""_url_details"">https://resolver.libis.be/FL17216689/stream</a>; <a href=""https://resolver.libis.be/FL17216690/stream"" target=""_url_details"">https://resolver.libis.be/FL17216690/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,596,Frans Pas Collection,,pas collection stuffed birds,596<br/>Grote lijster<br/>turdus viscivorus<br/>ad<br/>♂<br/>lente,mounted: mounted skin,,unable to georeference,,,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216701/stream"" target=""_url_details"">https://resolver.libis.be/FL17216701/stream</a>; <a href=""https://resolver.libis.be/FL17216702/stream"" target=""_url_details"">https://resolver.libis.be/FL17216702/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,959,Frans Pas Collection,,pas collection stuffed birds,959<br/>Koperwiek<br/>turdus musicus<br/>ad.,mounted: mounted skin,,unable to georeference,,,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216713/stream"" target=""_url_details"">https://resolver.libis.be/FL17216713/stream</a>; <a href=""https://resolver.libis.be/FL17216714/stream"" target=""_url_details"">https://resolver.libis.be/FL17216714/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1143,Frans Pas Collection,,pas collection stuffed birds,1143<br/>Koperwierk<br/>turdus musicus<br/>ad ♀<br/>Beerse<br/>november<br/>Pop,mounted: mounted skin,,coordinates are centroid of municipality,4.85645,51.31914,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216725/stream"" target=""_url_details"">https://resolver.libis.be/FL17216725/stream</a>; <a href=""https://resolver.libis.be/FL17216726/stream"" target=""_url_details"">https://resolver.libis.be/FL17216726/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,756,Frans Pas Collection,,pas collection stuffed birds,756<br/>Vale lijster<br/>turdus obscurus<br/>ad<br/>♀,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216737/stream"" target=""_url_details"">https://resolver.libis.be/FL17216737/stream</a>; <a href=""https://resolver.libis.be/FL17216738/stream"" target=""_url_details"">https://resolver.libis.be/FL17216738/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,467,Frans Pas Collection,,pas collection stuffed birds,467<br/>Koperwiek<br/>turdus iliacus<br/>ad ♂<br/>Rijkevoorsel<br/>kleurafwijking<br/>Koperwiek<br/>♂<br/>kleurafwijking,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216749/stream"" target=""_url_details"">https://resolver.libis.be/FL17216749/stream</a>; <a href=""https://resolver.libis.be/FL17216750/stream"" target=""_url_details"">https://resolver.libis.be/FL17216750/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,755,Frans Pas Collection,,pas collection stuffed birds,755<br/>Vale lijster<br/>turdus obscurus<br/>ad<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216761/stream"" target=""_url_details"">https://resolver.libis.be/FL17216761/stream</a>; <a href=""https://resolver.libis.be/FL17216762/stream"" target=""_url_details"">https://resolver.libis.be/FL17216762/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,546,Frans Pas Collection,,pas collection stuffed birds,546<br/>Vale lijster<br/>turdus obscurus<br/>ad<br/>♂,mounted: mounted skin,,unable to georeference,,,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216773/stream"" target=""_url_details"">https://resolver.libis.be/FL17216773/stream</a>; <a href=""https://resolver.libis.be/FL17216774/stream"" target=""_url_details"">https://resolver.libis.be/FL17216774/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,217,Frans Pas Collection,,pas collection stuffed birds,217<br/>Koperwiek<br/>turdus iliacus<br/>ad.<br/>Koperwiek,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216785/stream"" target=""_url_details"">https://resolver.libis.be/FL17216785/stream</a>; <a href=""https://resolver.libis.be/FL17216786/stream"" target=""_url_details"">https://resolver.libis.be/FL17216786/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1057,Frans Pas Collection,turdus naumanni eunomus,pas collection stuffed birds,1057<br/>Bruine Lijster<br/>turdus naumanni eunomus<br/>ad<br/>♂<br/>lente,mounted: mounted skin,,unable to georeference,,,Animalia
1,male,adult,"<a href=""https://resolver.libis.be/FL17216797/stream"" target=""_url_details"">https://resolver.libis.be/FL17216797/stream</a>; <a href=""https://resolver.libis.be/FL17216798/stream"" target=""_url_details"">https://resolver.libis.be/FL17216798/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1144,Frans Pas Collection,Turdus mucicus,pas collection stuffed birds,1144<br/>Koperwiek<br/>turdus mucicus<br/>ad ♂<br/>Beerse<br/>november<br/>MAN,mounted: mounted skin,,coordinates are centroid of municipality,4.85645,51.31914,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216809/stream"" target=""_url_details"">https://resolver.libis.be/FL17216809/stream</a>; <a href=""https://resolver.libis.be/FL17216810/stream"" target=""_url_details"">https://resolver.libis.be/FL17216810/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,1024,Frans Pas Collection,turdus naumanni eunomus,pas collection stuffed birds,1024<br/>Bruine Lijster<br/>turdus naumanni eunomus<br/>ad<br/>♀ ?!!,mounted: mounted skin,,unable to georeference,,,Animalia
1,female,adult,"<a href=""https://resolver.libis.be/FL17216821/stream"" target=""_url_details"">https://resolver.libis.be/FL17216821/stream</a>; <a href=""https://resolver.libis.be/FL17216822/stream"" target=""_url_details"">https://resolver.libis.be/FL17216822/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,523,Frans Pas Collection,,pas collection stuffed birds,523<br/>Kramsvogel<br/>turdus pilaris<br/>ad ♀<br/>Rijkevorsel<br/>PoP,mounted: mounted skin,,coordinates are centroid of municipality,4.75851,51.35037,Animalia
1,,adult,"<a href=""https://resolver.libis.be/FL17216833/stream"" target=""_url_details"">https://resolver.libis.be/FL17216833/stream</a>; <a href=""https://resolver.libis.be/FL17216834/stream"" target=""_url_details"">https://resolver.libis.be/FL17216834/stream</a>",KU Leuven. Imaging Lab,https://creativecommons.org/licenses/by-nc-sa/4.0/deed.en,PhysicalObject,en,http://creativecommons.org/publicdomain/zero/1.0/,KU Leuven,http://www.inbo.be/en/norms-for-data-use,insert doi,KU Leuven,Museum of Zoology,preservedSpecimen,,216,Frans Pas Collection,,pas collection stuffed birds,216<br/>Kramsvogel<br/>turdus pilaris<br/>ad.<br/>Kramsvogel of Tjakslijster,mounted: mounted skin,,unable to georeference,,,Animalia
